Code,Product Name,Unit,Current Stock,Sales Scheme,,Purc.Scheme,,Cost Price,Value,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.,
MINIT101,NICOZ-5 TAB 10'S,PCS,0,0,0,0,0,9.9510,0.00,103.13,10.70,25.00,MICROLIFE,,,
JANIC101,NIFDIPINE-10 CAP 10X10,PCS,1,0,0,0,0,55.0000,55.00,210.94,55.00,66.00,JACKSON,,IP109437,
JANIC501,NIFEDIPINE CAP 5 MG 10X10,PCS,1,0,0,0,0,25.0000,25.00,0.00,25.00,48.00,JACKSON,,IP109440,
JANIT101,NIFEDIPINE TAB 10 MG 10X10TAB,PCS,1,0,0,0,0,48.0000,48.00,144.38,48.00,58.00,JACKSON,,IP109437,
JANIT501,NIFEDIPINE TAB 5 MG 10X10,PCS,0,0,0,0,0,40.0000,0.00,0.00,40.00,55.00,JACKSON,,IP109440,
A00009,NIFEDULES LDC CREAM 30GM,PCS,0,0,0,0,0,35.1000,0.00,145.00,35.10,42.12,STER,,NIFESTER,
JANI2T01,NIFIDIPINE 20MG TAB 10X10,PCS,1,0,0,0,0,0.0000,0.00,0.00,0.00,88.00,JACKSON,,IP109438,
SANII101,NIMASTIN INJ 1 VIAL,PCS,20,0,0,0,0,163.6400,"3,272.80","1,628.75",163.64,185.00,SAMARTH,,IP107265,
ALNIGN01,NIMCETA GOLD NF TABLETS (15'S) 15's,PCS,100,0,0,0,0,9.0000,900.00,63.75,9.00,8.00,ALKEM(HC),,IP109460,
ATNIT301,NIMESULIDE TAB 30X100,PCS,2,0,0,0,0,270.0000,540.00,"2,812.50",270.00,525.00,ATUL,,,
PENIT501,NIMESULIDE TAB(PENSLIDE) 50X100 TAB,PCS,6.5,0,0,0,0,481.6000,"3,130.40","2,812.50",481.60,660.00,PENTA,,,
MANIPB01,NIMIZ P BOLUS 15X4 BOLUS,PCS,104,0,0,0,0,163.7100,"17,025.84",843.75,181.90,210.00,MARTIN,,IP109460,
MANII101,NIMIZ-P INJ 100 ML,PCS,178,0,0,0,0,60.9900,"10,856.22",0.00,64.20,73.90,MARTIN,,IP109520,
MANIIV01,NIMIZ-P INJ. VET 100 ML,PCS,0,0,0,0,0,45.7425,0.00,243.75,48.15,60.00,MARTIN,,IP109520,
ELNICN01,NIMLIDE COLD N FLU TABS 10's,PCS,0,0,0,19,1,6.4125,0.00,73.13,7.50,7.50,ELDER,,,
ELNIPT01,NIMLIDE PLUS (D/L) TABS Clear 10's,PCS,140,0,0,0,0,3.6000,504.00,54.38,4.00,4.20,ELDER,,,
ELNIPT02,NIMLIDE PLUS TABS Gold 10's,PCS,-300,0,0,0,0,3.6000,"-1,080.00",54.38,4.00,4.20,ELDER,,,
ELNIT101,NIMLIDE TAB 10's,PCS,50,0,0,0,0,2.7648,138.24,48.75,0.00,3.20,ELDER,,,
THNI1T01,NIMOFEV-P (BILAYERED) 10 TAB,PCS,208,0,0,0,0,4.7500,988.00,44.53,4.75,6.00,THEOGEN,,IP109460,
THNI1T02,NIMOFEV-P (BILAYERED) 10 TAB,PCS,-610,0,0,0,0,4.7500,"-2,897.50",44.53,4.75,6.00,THEOGEN,,IP109460,
THNI1T03,NIMOFEV-P (GOLDEN) 10 TAB,PCS,-55,0,0,0,0,3.3000,-181.50,44.53,3.30,6.00,THEOGEN,,IP109460,
INNIPS01,NIMOTAS P-AF SUS 60 ML (CARTON 60ml,PCS,0,0,0,0,0,12.1700,0.00,64.69,12.17,12.95,INTAS,,IP100054,
INNI1T02,NIMUCET 10 TAB 10'S,PCS,-34548,0,0,0,0,5.5300,"-191,050.44",60.00,5.53,5.88,INTAS(NET),,IP109448,
INNI1T03,NIMUCET 10 TAB BLUE ALU/ALU 10's,PCS,5180,0,0,0,0,7.2200,"37,399.60",54.84,7.22,7.46,INTAS(NET),,IP109448,
INNI1T04,NIMUCET 10 TAB GOLD ALU/ALU 10'S,PCS,5480,0,0,0,0,7.2200,"39,565.60",54.84,7.22,7.46,INTAS(NET),,IP109448,
INNI1T05,NIMUCET 10 TAB RED  ALU/ALU 10'S,PCS,5520,0,0,0,0,7.2200,"39,854.40",60.00,7.22,7.46,INTAS(NET),,IP109448,
INNIA601,NIMUCET AF 60ML 60 ML,PCS,385,0,0,0,0,9.6400,"3,711.40",64.69,9.64,11.40,INTAS,,IP100145,
INNIAS01,NIMUCET AF SUS (ORANGE) 60 ML 60 ML,PCS,751,0,0,0,0,9.6400,"7,239.64",64.69,9.64,11.40,INTAS,,IP100145,
INNICF01,NIMUCET COLD & FLU DS SUS 60ML 60ml,PCS,300,0,0,0,0,16.1500,"4,845.00",51.66,16.15,18.00,INTAS,,IP100145,
INNICN01,NIMUCET COLD N FLU 10 TAB 10'S,PCS,-386,0,0,0,0,8.7600,"-3,381.36",80.16,8.76,8.00,INTAS,,IP102321,
INNIF601,NIMUCET FLAM 60 ML MANGO FLR 60 ML,PCS,59,0,0,0,0,10.0800,594.72,24.38,10.08,12.30,INTAS,,IP107178,
INNIGT01,NIMUCET GOLD TAB (30X10 TAB) 10'S,PCS,-1562,0,0,0,0,6.1300,"-9,575.06",60.00,6.13,6.35,INTAS,,IP109460,
INNIGT02,NIMUCET GOLD TAB (50X10 TAB) 10'S,PCS,-60,0,0,0,0,180.6000,"-10,836.00",60.00,180.60,6.35,INTAS,,IP109460,
INNIGA01,NIMUCET GOLF AF SUS 60 ML 60ml,PCS,400,0,0,0,0,9.6700,"3,868.00",59.06,9.67,11.40,INTAS,,IP109460,
INNI1T06,NIMUCET-DL 10 TAB 10'S,PCS,1,0,0,0,0,5.7000,5.70,54.84,5.70,5.70,INTAS,,IP109460,
INNIS601,NIMUCET-MF (Orange) SUS 60 ML 60 ML,PCS,-200,0,0,0,0,11.5500,"-2,310.00",58.13,11.55,11.55,INTAS,,IP108496,
INNIS602,NIMUCET-MF SUS 60 ML 60 ML,PCS,2435,0,0,0,0,11.2000,"27,272.00",58.13,11.20,11.55,INTAS,,IP108496,
INNI1T07,NIMUCET-MR 10 TAB 10's,PCS,170,0,0,0,0,13.0200,"2,213.40",64.69,13.02,15.15,INTAS,,IP109462,
INNIS603,NIMUCET-NF SYP 60ML,PCS,9,0,0,0,0,0.0000,0.00,59.06,0.00,0.00,INTAS,,IP110102,
KENIGT01,NIMUDARD-P GOLD TABLET 10'S,PCS,840,0,0,0,0,5.2000,"4,368.00",86.25,5.20,5.20,KEMSYN,,IP109460,
KENIT101,NIMUDARD-P TABLET 10'S,PCS,440,0,0,0,0,4.1400,"1,821.60",86.25,4.14,4.14,KEMSYN,,IP109460,
GLNICF01,NIMUGLIDE COLD & FLU Tab BLIST 10'S,PCS,220,0,0,9,1,8.1000,"1,782.00",70.31,9.00,9.00,GLENMARK,,IP109483,
ZZZZZ11815,NIMUPAR TAB 10'S,PCS,0,0,0,0,0,6.2500,0.00,58.00,6.25,9.00,JACKSON,,,
JANIT201,NIMUPAR TAB 20X10,PCS,0,0,0,0,0,125.0000,0.00,"1,087.50",125.00,180.00,JACKSON,,IP109475,
INNI1T08,NIMUPARA 10 TAB (ALU-ALU-N) 10'S,PCS,27.1,0,0,0,0,160.0000,"4,336.00","1,003.13",160.00,8.00,INTAS,,IP109475,
INNI1T09,NIMUPARA 10 TAB (BLUE - ALU-AL 10's,PCS,-18,0,0,0,0,0.0000,0.00,50.16,0.00,8.00,INTAS,,IP109475,
INNI1T10,NIMUPARA 10 TAB (GOLD - ALU-AL 10's,PCS,600,0,0,0,0,6.9800,"4,188.00",50.16,6.98,8.10,INTAS,,IP109475,
INNI1T11,NIMUPARA 10 TAB (RED - ALU-ALU 10's,PCS,1140,0,0,0,0,6.9800,"7,957.20",50.16,6.98,8.00,INTAS,,IP109475,
INNI1T12,NIMUPARA-DL 10 TAB (20X10TAB) 10'S,PCS,-15,0,0,0,0,5.4900,-82.35,39.84,5.49,6.40,INTAS,,IP109475,
OSNI5M01,NITIDE 50 MG INJ(OCTREOTIDE) 50MG,PCS,0,0,0,0,0,15.0000,0.00,525.00,15.00,20.00,OSCAR,,,
CANI2T01,NITROCON 2.6 TAB 1X30 TAB,PCS,0,0,0,0,0,26.0400,0.00,154.69,28.00,37.15,CAMRUT,,,
ELNIT102,NITROFUDER-100 TABS 10's,PCS,670,0,0,0,0,13.5000,"9,045.00",121.88,13.50,17.25,ELDER,,,
ORNI2M01,NITROGLYCERIN 25 MG INJ(NTG-OL 5X5 ML,PCS,344,0,0,0,0,47.5000,"16,340.00",171.56,47.50,70.00,ORLEY,,,
SANII501,NITROGLYCERIN INJ.5ML(NITROCIN 5ML,PCS,-34,0,0,0,0,14.5500,-494.70,32.44,14.55,17.50,SAMARTH,,IP109567,
ZZZZZ11754,NITROKEM CR 2.6 TAB 10'TAB,PCS,0,0,0,0,0,5.0000,0.00,80.00,5.00,6.50,LAKEM LAB,,NITRLAKEM,
ABNIT601,NIVAQUINE-LUMART TABLET 6S 6 TAB,PCS,-490,0,0,0,0,42.8000,"-20,972.00",163.48,42.80,43.50,ABBOTT,INNOVA CAPTAB,IP101317,
INNI1T13,NIZOL 10 TAB (ALU-ALU) 10's,PCS,860,0,0,0,0,0.1000,86.00,419.53,0.10,21.10,INTAS,,IP107575,
INNIS101,NIZOL SHAMPOO 100 ML (NEW PACK 100ML,PCS,14,0,0,0,0,48.5000,679.00,182.81,48.50,48.50,INTAS,,IP107549,
ABNK1201,NKACIN 100 2ML VIALS 2ML,PCS,-7263,0,0,0,0,9.1800,"-66,674.34",37.19,10.20,10.20,ABBOTT,NITIN LIFESCIEN,IP100732,
ABNK2201,NKACIN 250 2ML VIALS 2ML,PCS,17462,0,0,0,0,14.9625,"261,275.18",61.98,15.75,15.75,ABBOTT,NITIN LIFESCIEN,IP100740,
ABNK5M01,NKACIN 500 MG INJ 2 ML,PCS,92936,0,0,0,0,17.8500,"1,658,907.60",115.72,21.00,21.00,ABBOTT,NITIN LIFESCIEN,IP100746,
TANOS201,NO SCARS 20GM,PCS,0,0,0,0,0,135.0000,0.00,246.56,135.00,160.00,TARUN,,,
TONO2T01,NOCKTUM 250MG TAB 10X10,PCS,0,0,0,0,0,680.0000,0.00,"4,828.13",680.00,0.00,TORRANT,,,
TONO5T01,NOCKTUM 500MG TAB 10X10,PCS,0,0,0,0,0,"1,200.0000",0.00,"8,521.88","1,200.00",0.00,TORRANT,,,
CINOS601,NOCOLD SYRUP 60ML,PCS,0,0,0,0,0,15.6500,0.00,77.70,15.65,20.00,CIPLA,,,
ZYNOT101,NOF-TZ TAB 10's,PCS,16,0,0,0,0,20.0300,320.48,76.31,20.03,23.00,ZYDUS,,IP109606,
ELNO4T01,NOR 400MG TABS 10's,PCS,1991,0,0,0,0,13.5000,"26,878.50",80.49,15.00,16.00,ELDER,,IP109604,
INNO4T01,NOR- 400 TZ 10 TAB 10'S,PCS,500,0,0,0,0,21.8600,"10,930.00",118.59,21.86,25.85,INTAS,,IP109606,
ARNOI201,NORACARE INJ (NORADRENALINE) 2 ML,PCS,9390,0,0,0,0,4.2500,"39,907.50",42.36,4.25,7.00,ARVINCARE,,,
ARNO2M01,NORADRENALINE (R-NORLINE) 2 ML,PCS,-553,0,0,0,0,7.0000,"-3,871.00",60.00,8.00,10.00,ARCO (INJ),,,
PRNO2M01,NORATECH 2 ML (NORADRENALINE) Vial,PCS,20482,0,0,0,0,6.5800,"134,771.56",42.36,7.00,8.00,PROTECH,,IP113175,
DANOT301,NORFLOXACIN TAB 30X10 TAB,PCS,0,0,0,0,0,425.0000,0.00,"1,378.13",425.00,510.00,DANISH,,,
LUNOI101,NORMESIS IV 100 ML,PCS,0,0,0,0,0,15.0000,0.00,110.86,15.00,15.00,LUPIN,,,
LUNOT102,NORMESIS-OZ TABS 10's,PCS,150,0,0,0,0,18.5000,"2,775.00",119.63,18.50,16.00,LUPIN,,,
MANOT301,NORPLOX-400 TAB 30X10,PCS,5,0,0,0,0,423.7200,"2,118.60","1,884.38",470.80,543.00,MARTIN,,IP109605,
ELNOT101,NORTINI TABS 10's,PCS,1180,0,0,19,1,17.9550,"21,186.90",126.56,21.00,21.00,ELDER,,IP109606,
DENO1T01,NORZIN-25 10 TAB,PCS,0,0,0,0,0,7.0000,0.00,48.75,7.00,9.24,DELLWICH,,IP109614,
INNO1C01,NOVARICH  10 CAP 10's,PCS,-431,0,0,0,0,9.6000,"-4,137.60",141.50,9.60,9.60,INTAS,,IP113163,
INNOO201,NOZECLEAR 20ML,PCS,12,0,0,0,0,10.0000,120.00,47.81,10.00,10.00,INTAS,,IP113058,
ELNOT102,NOZIM-0.5 TAB 10'S,PCS,0,0,0,0,0,3.6000,0.00,32.91,4.00,4.50,ELIKEM,,,
ACNS0101,NS 0.9% 100ML 100 ML,PCS,0,0,0,0,0,10.7800,0.00,20.67,10.78,13.11,ACULIFE,,IP111788,
ACNS3301,NS 3000ML 3000ML,PCS,-332,0,0,0,0,105.0000,"-34,860.00",0.00,105.00,184.83,ACULIFE,,,
ACNS5501,NS 500ML (0.9%W/V) 500 ML,PCS,-1,0,0,0,0,18.9200,-18.92,0.00,18.92,0.00,ACULIFE,,,
ACNSI501,NS INJ 500ML 500 ML,PCS,0,0,0,0,0,18.9200,0.00,0.00,18.92,22.09,ACULIFE,,,
VONS1M01,NS-100ML 100 ML,PCS,7,0,0,0,0,8.4036,58.83,18.43,8.94,10.10,VORTEX,,,
INNTSS01,NT SCAB SOAP 75GM 75gm,PCS,0,0,0,0,0,26.0400,0.00,71.00,26.04,22.45,INTAS,,IP110416,
INNTSI01,NT SPAS INJ. 2ML 2ml,PCS,1500,0,0,0,0,2.7500,"4,125.00",6.65,2.75,2.75,INTAS,,IP105008,
INNTSI02,NT SPAS INJ. 30ML 1 VIAL,PCS,10,0,0,0,0,0.0500,0.50,35.58,0.05,8.05,INTAS,,IP105008,
EMNUAP01,NU ALERT PREGNANCY TEST KIT PCS,PCS,-150,0,0,0,0,5.7500,-862.50,65.63,5.75,5.75,EMCURE,,,
NUNU1M01,NUBENO 10 ML (21G) PCS,PCS,65750,0,0,0,0,2.3600,"155,170.00",32.81,2.36,2.95,NUBENO,,,
MIAT2250,NUBENO 10 ML (22G) PCS,PCS,0,0,0,0,0,2.1800,0.00,0.00,2.18,2.70,NUBENO,,,
NUNU1M02,NUBENO 10 ML (W/O NEEDLE) PCS,PCS,-1000,0,0,0,0,2.2500,"-2,250.00",31.88,2.25,2.73,NUBENO,,,
NUNU2M01,NUBENO 2 ML (22G) PCS,PCS,-25,0,0,0,0,0.0000,0.00,12.19,0.00,1.41,NUBENO,,,
NUNU2M02,NUBENO 2 ML (23G) PCS,PCS,3000,0,0,0,0,1.1100,"3,330.00",12.19,1.11,1.41,NUBENO,,,
NUNU2M03,NUBENO 2 ML (24G) PCS,PCS,113501,0,0,0,0,1.1300,"128,256.13",12.19,1.13,1.41,NUBENO,,,
NUNU2M04,NUBENO 2 ML W/O NEEDLE PCS,PCS,0,0,0,0,0,1.0500,0.00,11.25,1.05,1.26,NUBENO,,,
NUNU2M06,NUBENO 2.5 ML (24G) PCS,PCS,52400,0,0,0,0,1.1200,"58,688.00",15.00,1.12,1.42,NUBENO,,,
NUNU2M07,NUBENO 20 ML (21G) PCS,PCS,10839,0,0,0,0,4.6400,"50,292.96",47.81,4.64,5.66,NUBENO,,,
NUNU3M02,NUBENO 3 ML (23G) PCS,PCS,0,0,0,0,0,1.1300,0.00,15.00,1.13,1.43,NUBENO,,,
NUNU3M03,NUBENO 3 ML (24G) PCS,PCS,-2000,0,0,0,0,1.1500,"-2,300.00",17.81,1.15,1.43,NUBENO,,,
NUNU3M04,NUBENO 3 ML W/O NEEDLE PCS,PCS,19800,0,0,0,0,1.0700,"21,186.00",0.00,1.07,1.30,NUBENO,,,
NUNU5M02,NUBENO 5 ML (23G) PCS,PCS,91000,0,0,0,0,1.3800,"125,580.00",21.56,1.38,1.70,NUBENO,,,
NUNU5M03,NUBENO 5 ML (24G) PCS,PCS,192001,0,0,0,0,1.4000,"268,801.40",21.56,1.40,1.75,NUBENO,,,
NUNU5M04,NUBENO 5 ML W/O NEEDLE PCS,PCS,5,0,0,0,0,1.2800,6.40,20.63,1.28,1.56,NUBENO,,,
INNU1T01,NUCET 10 TAB 10'S,PCS,88.666,0,0,0,0,15.0000,"1,329.99","1,828.13",15.00,3.00,INTAS,,IP107881,
INNUCN01,NUCET COLD NF 10 TAB (N) 10'S,PCS,48,0,0,0,0,130.0000,"6,240.00","1,462.50",130.00,6.60,INTAS,,IP102318,
INNUCN02,NUCET COLD NF SUS 60 ML 60 ML,PCS,560,0,0,0,0,0.1000,56.00,65.63,0.10,13.30,INTAS,,IP103253,
INNUS301,NUCET SYRUP 30ML 30ml,PCS,2000,0,0,0,0,5.9400,"11,880.00",60.47,5.94,8.85,INTAS,,IP107845,
INNUS601,NUCET SYRUP. 60 ML 60 ML,PCS,-75,0,0,0,0,10.0400,-753.00,83.91,10.04,12.79,INTAS,,IP107845,
MIAT2235,NUCOOL GEL (170ML) 170ML,PCS,370,0,0,1,1,20.2389,"7,488.39",76.85,51.16,22.00,ALKEM(MAX),,,
NUNU1P01,"NULOK 10ML (21GX1"") PCS",PCS,2000,0,0,0,0,2.4500,"4,900.00",0.00,2.45,2.99,NUBENO,,,
NUNU2P01,"NULOK 2ML (24GX1"") PCS",PCS,1995,0,0,0,0,1.2200,"2,433.90",0.00,1.22,1.49,NUBENO,,,
NUNU5P01,"NULOK 5ML (24GX1"") PCS",PCS,4000,0,0,0,0,1.4500,"5,800.00",26.25,1.45,1.77,NUBENO,,,
ZENUIV01,NUPHOS-1000MG INJ VIAL,PCS,0,0,0,0,0,42.0000,0.00,170.00,42.00,55.00,ZEE,,IP104398,
ZENUIV02,NUPHOS-200MG INJ(CYCLOPHOSPHAM VIAL,PCS,1500,0,0,0,0,18.0000,"27,000.00",55.00,18.00,19.50,ZEE,,IP104399,
ELNU2T01,NUROCONTIN 2.6 TABS 30'S,PCS,440,0,0,0,0,26.1000,"11,484.00",323.44,29.00,29.00,ELDER,,,
ELNU6T01,NUROCONTIN 6.4 TABS 30 TAB,PCS,200,0,0,9,1,35.6400,"7,128.00",482.81,44.00,44.00,ELDER,,,
NHNULT01,NUROTIME LC TAB (5*3*10) 15'S,PCS,0,0,0,0,0,40.5000,0.00,275.00,40.50,55.00,NUKIND HELTH PVT LTD,,,
CENUFT01,NUROVEIN FORTE TAB 20X30,PCS,-9,0,0,0,0,190.0000,"-1,710.00","1,500.00",190.00,218.50,CELANTIS,,,
NUNU2P04,NUSAFE 2 ML (24G) PCS,PCS,0,0,0,0,0,1.1100,0.00,12.19,1.11,1.35,NUBENO,,,
NUNU2M05,NUSAFE 2.5 ML (23G) PCS,PCS,0,0,0,0,0,1.1200,0.00,15.00,1.12,1.37,NUBENO,,,
NUNU3M01,NUSAFE 3 ML (22G) PCS,PCS,0,0,0,0,0,0.0000,0.00,17.81,0.00,1.38,NUBENO,,,
NUNU3P03,NUSAFE 3 ML (24G) PCS,PCS,0,0,0,0,0,1.1300,0.00,17.81,1.13,1.38,NUBENO,,,
NUNU5M01,NUSAFE 5 ML (22G) PCS,PCS,0,0,0,0,0,1.3400,0.00,21.56,1.34,1.63,NUBENO,,,
NUNU5P03,NUSAFE 5 ML (24G) PCS,PCS,0,0,0,0,0,1.3400,0.00,21.56,1.34,1.63,NUBENO,,,
CUNUUC01,NUTRITIN ULTRA CHOCO SHAKE 200GM,PCS,96,0,0,0,0,91.8400,"8,816.64",380.00,112.00,112.00,CURETECH,,,
CUNUUD01,NUTRITIN ULTRA DIABETIC 200GM,PCS,118,0,0,0,0,161.0000,"18,998.00",378.17,175.00,175.00,CURETECH,,,
CUNUUP01,NUTRITIN ULTRA PROTIEN DRY FRU 200GM,PCS,131,0,0,0,0,116.8400,"15,306.04",351.48,127.00,127.00,CURETECH,,,
THOGM101,O-GELIC MANGO 170 ML,PCS,120,0,0,0,0,15.0000,"1,800.00",75.00,15.00,18.50,THEOGEN,,IP100413,
THOGP101,O-GELIC PINEAPPLE 170 ML,PCS,304,0,0,0,0,14.5000,"4,408.00",91.88,14.50,18.50,THEOGEN,,IP100413,
THOGS101,O-GELIC SAUNF 170 ML,PCS,231,0,0,0,0,14.5000,"3,349.50",75.00,14.50,18.50,THEOGEN,,IP100413,
THOG1M01,O-GELIC-MINT 170 ML,PCS,133,0,0,0,0,15.9500,"2,121.35",91.88,15.95,18.50,THEOGEN,,IP100413,
TROC1I01,OCTOTIDE 100 INJ 1 ML,PCS,141,0,0,0,0,130.0000,"18,330.00",724.72,130.00,155.00,TROIKAA,,,
SPODSS01,ODS SPIRTI (DENATURED SPIRIT) 1000ML,PCS,0,0,0,0,0,70.0000,0.00,500.00,70.00,85.00,SPI,,,
CASTPS02,OFFLOKAL -400 MG(OFLOXACIN) 10X10,PCS,0,0,0,0,0,135.0000,0.00,0.00,135.00,162.00,KALPRAJ,,OFFLKALPARAJ,
KEOFTA01,OFFSYN -200 TABLET (ALU ALU) 10'S,PCS,2640,0,0,0,0,8.3400,"22,017.60",95.63,8.34,8.34,KEMSYN,,IP109730,
KEOFT101,OFFSYN -200 TABLET (BLISTER) 10'S,PCS,2720,0,0,0,0,7.6300,"20,753.60",95.63,7.63,7.63,KEMSYN,,,
KEOFT102,OFFSYN -OZ TABLET 10'S,PCS,420,0,0,0,0,16.9000,"7,098.00",164.06,16.90,16.90,KEMSYN,,IP109706,
MAOFDE01,OFIL DEX EYE/EAR DROPS 25X10ML,PCS,6.07,0,0,0,0,139.7733,848.42,"1,054.69",147.13,170.00,MARTIN,,IP109643,
MAOFED01,OFL-MB E/E DROP (OFLOXACIN ) 10ML,PCS,998,0,0,0,0,5.0825,"5,072.34",20.63,5.35,6.20,MARTIN,,IP109643,
MYOFT101,OFLOFLAV -OZ TAB 10 S 10'S,PCS,0,0,0,0,0,15.0000,0.00,145.31,15.00,14.00,MYLAN,,IP109706,
INOFS301,OFLOGYL-MZ SUSPENSION 30 ML 30 ML,PCS,-75,0,0,0,0,19.9000,"-1,492.50",105.00,19.90,14.25,INTAS,,IP109734,
INOFS601,OFLOGYL-MZ SUSPENSION 60 ML 60ml,PCS,225,0,0,0,0,19.6600,"4,423.50",114.38,19.66,21.00,INTAS,,,
INOF1T01,OFLOGYL-OZ 10 TAB 10's,PCS,200,0,0,0,0,16.8702,"3,374.04",145.31,18.14,20.25,INTAS,,IP109706,
ALOF2T01,OFLOKEM 200 TAB (YELLOW PVC) 10'S,PCS,2902,0,0,10,40,9.5695,"27,770.69",88.10,59.10,10.40,ALKEM(MAX),,,
GLOFEE02,OFLOMIL-D EYE & EAR DROPS 10ML,PCS,400,0,0,0,0,10.5000,"4,200.00",45.00,10.50,10.50,GLENMARK,,IP109652,
GLOFS301,OFLOMIL-M Suspension 30mL 30 ML,PCS,0,0,0,0,0,13.5800,0.00,93.75,14.00,14.00,GLENMARK,,IP109733,
CAOF2Y01,OFLOSTAR 200MG YELLOW TAB 10's,PCS,1300,0,0,0,0,9.0000,"11,700.00",83.91,9.00,10.80,CADILA,,IP109693,
ELOF2T01,OFLOTAC 200MG TABS 10's,PCS,1300,0,0,0,0,8.0000,"10,400.00",55.23,8.00,9.00,ELDER,,IP109693,
INOF2101,OFLOTAS 200 10 TAB 10 T,PCS,24,0,0,0,0,10.1200,242.88,74.06,10.12,10.65,INTAS,,IP109693,
INOFI102,OFLOTAS INJ (MONO) 100 ML,PCS,40,0,0,0,0,11.1400,445.60,172.97,11.14,15.30,INTAS,,IP109693,
INOFI104,OFLOTAS INJ (NAKED) 100 ML,PCS,8869,0,0,0,0,12.3700,"109,709.53",157.50,12.37,13.30,INTAS,,IP109693,
INOFS302,OFLOTAS-MZ SUSPENSION 30 ML 30 ML,PCS,71,0,0,0,0,14.0000,994.00,105.00,14.00,14.25,INTAS,,IP109736,
INOF1T02,OFLOTAS-OZ 10 TAB 10's,PCS,-5629,0,0,0,0,17.4200,"-98,057.18",145.31,17.42,17.82,INTAS(NET),,IP109706,
PBOLED01,OLACAM EYE DROPS 5ML,PCS,0,0,0,0,0,12.3300,0.00,70.31,12.33,13.60,PACE BIOTECH,,,
DEOL1T01,OLADEL-10 10 TAB,PCS,-9,0,0,0,0,6.3000,-56.70,87.19,6.30,8.32,DELLWICH,,IP109768,
DEOL1T02,OLADEL-15 10 TAB,PCS,0,0,0,0,0,13.9000,0.00,106.88,13.90,18.35,DELLWICH,,IP109769,
DEOL1T03,OLADEL-2.5 10 TAB,PCS,240,0,0,0,0,4.0000,960.00,31.88,4.00,5.28,DELLWICH,,IP109770,
DEOL1T04,OLADEL-20 10 TAB,PCS,0,0,0,0,0,20.0000,0.00,117.19,20.00,26.40,DELLWICH,,IP109771,
DEOL1T05,OLADEL-5 10 TAB,PCS,232,0,0,0,0,4.5000,"1,044.00",48.75,4.50,5.94,DELLWICH,,IP109777,
DEOL1T06,OLADEL-7.5 10 TAB,PCS,40,0,0,0,0,5.2500,210.00,57.19,5.25,6.93,DELLWICH,,IP109778,
DEOL1T07,OLADEL-PLUS 10 TAB,PCS,0,0,0,0,0,8.5000,0.00,98.44,8.50,11.22,DELLWICH,,IP106204,
ZZZZZ11742,OLAMEG F 10 TAB 10'S,PCS,0,0,0,0,0,7.5000,0.00,"1,921.88",7.50,9.50,MEGMA,,,
ELOL5T01,OLANZAC 5 TABS 10's,PCS,1496,0,0,9,1,5.2650,"7,876.44",84.38,6.50,6.50,ELDER,,,
REOL1T01,OLANZACOOL 10MG TAB 10X10,PCS,0,0,0,0,0,47.5000,0.00,0.00,47.50,0.00,RENUMED,,,
ELOL5T02,OLANZEPAM 5MG TAB TAB,PCS,0,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,ELIKEM,,,
THOLL101,OLISAVE-20 10'S,PCS,3330,0,0,0,0,9.5000,"31,635.00",83.81,9.50,11.00,THEOGEN,,IP109784,
THOLL102,OLISAVE-40 10'S,PCS,3010,0,0,0,0,15.1500,"45,601.50",148.22,15.15,17.50,THEOGEN,,IP109802,
THOL1T01,OLISAVE-AM 10 TAB,PCS,2924,0,0,0,0,12.5000,"36,550.00",98.44,12.50,14.40,THEOGEN,,IP109787,
THOLL103,OLISAVE-H 10's,PCS,1720,0,0,0,0,14.0000,"24,080.00",132.19,14.00,16.70,THEOGEN,,IP107015,
CAOL2C01,OLIT 20 CAP 20's,PCS,460,0,0,0,0,9.9100,"4,558.60",60.27,9.91,11.90,CADILA,,IP109844,
CAOLMS01,OLIT MPS SUSPENSION (MINT FLAV 170 ML,PCS,162,0,0,0,0,16.1900,"2,622.78",112.31,16.19,20.00,CADILA,,IP113133,
CAOLMS02,OLIT MPS SUSPENSION (SAUF FLAV 170 ML,PCS,525,0,0,0,0,17.5000,"9,187.50",113.30,17.50,21.00,CADILA,,IP113133,
CAOLPS01,OLIT PLUS SUSPENSION 200ML 200 ML,PCS,43,0,0,0,0,27.0400,"1,162.72",125.63,27.04,32.50,CADILA,,IP109939,
ALOLT101,OLMEPERL-20 TABLETS 15'S 15'S,PCS,880,0,0,6,34,19.3186,"17,000.37",207.15,139.99,21.00,ALKEM(MAX),,IP109784,
ALOLT102,OLMEPERL-40 TABLETS 15'S 15'S,PCS,2244,0,0,0,0,32.2000,"72,256.80",368.90,35.00,35.00,ALKEM(MAX),,IP109802,
ELOL2A01,OLMETAN 20 AM TABS 10'S,PCS,300,0,0,9,1,17.0100,"5,103.00",164.06,21.00,21.00,ELDER,,,
ELOL2T01,OLMETAN 20 TABS 10'S,PCS,100,0,0,9,1,11.7450,"1,174.50",103.13,14.50,14.50,ELDER,,,
ELOL4A01,OLMETAN 40 AM TABS 10's,PCS,750,0,0,15,1,19.4063,"14,554.73",121.88,23.00,23.00,ELDER,,,
